txn_id,date,amount,category,region,payment_method,status,description,vendor_id
TXN-010532,2023-06-04,431.22,Operations,APAC,credit_card,completed,service license renewal equipment subscription,V0090
TXN-013130,2023-07-11,723.43,Travel,EU-North,crypto,pending,license subscription purchase meal service,V0464
TXN-026285,2024-01-19,7345.48,Technology,EU-North,check,completed,renewal travel service renewal purchase,V0338
TXN-005058,2023-03-15,913.81,Food & Bev,EU-South,wire,completed,renewal travel equipment service equipment,V0018
TXN-007010,2023-04-14,2407.66,Training,EU-North,credit_card,completed,subscription purchase equipment,V0165
TXN-040516,2024-08-15,60.57,Payroll,EU-South,ach,completed,license equipment travel service service,V0381
TXN-003915,2023-02-26,4806.11,Legal,US-East,check,completed,license travel equipment,V0096
TXN-032299,2024-04-15,59.56,Food & Bev,US-West,check,completed,equipment service,V0047
TXN-030049,2024-03-14,413.63,Operations,APAC,ach,completed,subscription travel,V0120
TXN-030777,2024-03-24,107.29,Operations,EU-North,ach,completed,travel meal renewal renewal,V0271
TXN-024835,2023-12-28,766.24,Legal,EU-South,ach,completed,travel license equipment equipment,V0462
TXN-043129,2024-09-22,304.57,Marketing,US-West,check,completed,subscription purchase meal license purchase renewal,V0379
TXN-025601,2024-01-08,994.72,Marketing,APAC,crypto,pending,license renewal license renewal,V0409
TXN-040834,2024-08-19,477.1,Legal,US-East,credit_card,completed,purchase license subscription license travel,V0309
TXN-011742,2023-06-21,112.44,Travel,US-East,ach,completed,service travel meal,V0428
TXN-034855,2024-05-22,35.09,Payroll,EU-South,wire,completed,travel meal renewal,V0272
TXN-023919,2023-12-15,175.46,Operations,EU-South,check,completed,subscription meal equipment purchase service travel,V0032
TXN-001641,2023-01-25,122.74,Marketing,US-East,check,completed,travel meal purchase,V0473
TXN-021955,2023-11-16,299.71,Training,LATAM,check,completed,equipment subscription service travel renewal equipment,V0495
TXN-015486,2023-08-15,1600.99,Food & Bev,APAC,ach,completed,travel travel license subscription service purchase,V0281
TXN-031004,2024-03-27,218.82,Operations,EU-South,wire,completed,,V0355
TXN-041686,2024-08-31,603.68,Travel,APAC,ach,completed,purchase meal service,V0166
TXN-002787,2023-02-10,85.78,Legal,EU-South,crypto,completed,renewal travel equipment equipment,V0223
TXN-033461,2024-05-03,379.34,Travel,APAC,check,completed,renewal renewal subscription license subscription,V0076
TXN-041982,2024-09-05,22.87,Travel,EU-North,crypto,completed,meal renewal,V0496
TXN-035180,2024-05-27,3603.69,Marketing,LATAM,crypto,completed,service equipment subscription license license,V0205
TXN-005249,2023-03-18,-1525.1,Operations,APAC,credit_card,completed,subscription subscription subscription,V0298
TXN-047545,2024-11-26,1594.29,Travel,EU-South,check,completed,renewal equipment license,V0360
TXN-047288,2024-11-21,19.68,Technology,LATAM,credit_card,completed,travel license service renewal,V0111
TXN-028790,2024-02-24,504.22,Payroll,EU-North,check,completed,renewal license renewal,V0130
TXN-017614,2023-09-14,2973.11,Marketing,US-East,credit_card,pending,service meal purchase license purchase equipment,V0038
TXN-015833,2023-08-20,266.94,Legal,US-West,credit_card,completed,service meal license,V0394
TXN-002905,2023-02-12,13.7,Legal,APAC,crypto,completed,service travel,V0489
TXN-003714,2023-02-24,109.84,Technology,EU-South,crypto,completed,renewal license purchase subscription,V0200
TXN-011394,2023-06-16,655.36,Food & Bev,APAC,check,completed,equipment service meal purchase renewal renewal,V0111
TXN-015342,2023-08-12,81.95,Legal,LATAM,ach,completed,meal service equipment,V0407
TXN-018931,2023-10-03,22.2,Payroll,APAC,crypto,completed,service renewal travel service service renewal,V0495
TXN-025414,2024-01-05,5715.3,Marketing,EU-North,check,completed,equipment subscription subscription travel renewal,V0083
TXN-043640,2024-09-29,8.22,Legal,LATAM,wire,completed,renewal purchase subscription travel equipment equipment,V0486
TXN-035078,2024-05-25,132.05,Technology,LATAM,crypto,completed,license travel license purchase subscription,V0273
TXN-019534,2023-10-12,56.5,Legal,EU-South,credit_card,completed,service meal,V0252
TXN-005000,2023-03-14,1827.93,Training,US-West,ach,completed,renewal meal license renewal license,V0451
TXN-047429,2024-11-23,315.7,Legal,APAC,credit_card,completed,travel travel meal service,V0415
TXN-014523,2023-07-31,150.79,Legal,APAC,check,completed,equipment renewal equipment,V0334
TXN-018631,2023-09-29,142.89,Legal,US-East,check,completed,travel equipment service,V0277
TXN-013550,2023-07-17,4346.09,Legal,US-East,crypto,completed,meal service purchase subscription meal meal,V0445
TXN-025755,2024-01-10,1212.7,Technology,US-West,check,completed,renewal purchase purchase renewal meal service,V0369
TXN-039833,2024-08-04,2594.59,Technology,APAC,wire,completed,equipment meal license,V0028
TXN-025144,2024-01-01,192.98,Payroll,EU-North,check,completed,license license subscription license,V0022
TXN-033908,2024-05-08,63.88,Food & Bev,US-West,credit_card,completed,renewal purchase purchase renewal meal subscription,V0360
TXN-005685,2023-03-25,181.08,Food & Bev,US-West,check,completed,license meal equipment equipment renewal,V0034
TXN-014950,2023-08-07,309.37,Operations,APAC,credit_card,completed,service subscription subscription travel service,V0413
TXN-007587,2023-04-22,26.75,Marketing,US-East,check,completed,license purchase travel renewal license subscription,V0236
TXN-015094,2023-08-09,133.73,Technology,US-East,crypto,pending,meal purchase equipment equipment purchase purchase,V0255
TXN-037157,2024-06-24,788.69,Training,US-West,ach,pending,meal license equipment,V0284
TXN-015021,2023-08-07,815.58,Food & Bev,US-East,credit_card,completed,equipment meal,V0288
TXN-014925,2023-08-06,295.54,Technology,US-East,crypto,completed,meal meal service renewal purchase,V0385
TXN-024379,2023-12-21,649.34,Training,US-East,ach,completed,license purchase license travel,V0010
TXN-032670,2024-04-20,30.53,Training,US-West,crypto,completed,subscription travel,V0370
TXN-033546,2024-05-04,157.31,Technology,APAC,check,completed,subscription equipment renewal meal license,V0259
TXN-013516,2023-07-17,601.99,Travel,EU-North,ach,completed,purchase renewal purchase renewal renewal service,V0100
TXN-034832,2024-05-21,5803.13,Legal,EU-South,check,completed,service service service subscription,V0166
TXN-013855,2023-07-22,910.41,Travel,APAC,wire,completed,purchase meal equipment service license service,V0327
TXN-000566,2023-01-09,1270.16,Training,APAC,ach,completed,travel license equipment service travel,V0447
TXN-049697,2024-12-27,25.41,Training,APAC,check,pending,purchase meal purchase service,V0212
TXN-005415,2023-03-21,1464.22,Legal,EU-North,credit_card,refunded,renewal purchase travel equipment travel,V0218
TXN-003611,2023-02-22,369.88,Food & Bev,LATAM,wire,completed,license equipment service,V0025
TXN-013551,2023-07-17,70.18,Operations,US-East,crypto,completed,license subscription license renewal purchase,V0294
TXN-019068,2023-10-05,320.52,Payroll,US-East,ach,completed,service meal meal license subscription,V0393
TXN-044545,2024-10-13,5340.39,Legal,EU-South,check,completed,purchase license equipment,V0449
TXN-006380,2023-04-05,2194.94,Food & Bev,US-East,credit_card,completed,travel purchase subscription service subscription,V0173
TXN-002220,2023-02-02,125.34,Travel,EU-North,credit_card,completed,service purchase travel license purchase,V0394
TXN-009645,2023-05-23,3333.64,Technology,EU-North,credit_card,completed,license license meal license meal,V0472
TXN-030357,2024-03-18,364.38,Operations,EU-North,check,completed,service purchase service renewal service,V0291
TXN-040080,2024-08-08,94.56,Payroll,US-East,ach,completed,purchase equipment travel,V0422
TXN-001426,2023-01-22,52.21,Operations,US-West,check,completed,subscription purchase meal license meal,V0470
TXN-012450,2023-07-02,1768.21,Legal,US-East,wire,completed,,V0323
TXN-025482,2024-01-06,4186.14,Operations,EU-North,ach,completed,service meal subscription,V0196
TXN-031843,2024-04-08,322.98,Food & Bev,LATAM,ach,completed,license license,V0041
TXN-035942,2024-06-07,211.44,Training,APAC,wire,pending,renewal purchase subscription,V0443
TXN-028708,2024-02-22,37.79,Marketing,US-East,check,completed,equipment renewal service license purchase meal,V0156
TXN-036154,2024-06-10,2387.33,Legal,APAC,crypto,completed,travel renewal travel service service,V0052
TXN-039806,2024-08-04,482.63,Travel,APAC,wire,completed,meal equipment renewal,V0364
TXN-048837,2024-12-15,952.94,Operations,US-West,check,completed,purchase license service service subscription license,V0140
TXN-039927,2024-08-06,574.92,Operations,LATAM,credit_card,completed,purchase license purchase purchase renewal license,V0394
TXN-019735,2023-10-15,190.54,Food & Bev,US-West,check,completed,equipment equipment subscription travel license travel,V0308
TXN-018886,2023-10-02,46.86,Technology,US-East,ach,completed,license purchase meal purchase,V0088
TXN-032026,2024-04-11,715.6,Marketing,EU-North,ach,completed,meal service,V0499
TXN-032137,2024-04-13,252.16,Food & Bev,US-East,wire,completed,subscription purchase equipment renewal equipment,V0380
TXN-011312,2023-06-15,2758.83,Training,EU-South,check,completed,purchase purchase service renewal travel meal,V0022
TXN-027321,2024-02-02,954.99,Legal,EU-North,check,pending,equipment meal renewal,V0310
TXN-011483,2023-06-17,234.79,Operations,APAC,wire,completed,subscription service renewal travel purchase purchase,V0386
TXN-037385,2024-06-28,120.68,Legal,US-West,crypto,pending,purchase renewal purchase renewal,V0191
TXN-004325,2023-03-04,7149.82,Travel,US-East,ach,completed,equipment subscription,V0124
TXN-039945,2024-08-06,277.24,Marketing,EU-South,check,completed,meal meal meal subscription license purchase,V0130
TXN-025272,2024-01-03,197.64,Training,US-East,ach,completed,service meal meal service renewal license,V0180
TXN-027040,2024-01-29,1261.38,Payroll,US-West,wire,completed,subscription license subscription meal equipment purchase,V0035
TXN-048715,2024-12-13,311.65,Technology,US-West,check,completed,renewal license purchase renewal travel service,V0493
TXN-033422,2024-05-02,362.32,Operations,EU-South,wire,completed,equipment meal license travel renewal,V0451
TXN-016968,2023-09-05,506.3,Operations,APAC,credit_card,completed,travel license equipment service,V0183
TXN-028405,2024-02-18,10041.25,Legal,APAC,check,completed,service equipment travel equipment purchase purchase,V0373
TXN-044089,2024-10-05,801.95,Travel,APAC,wire,completed,meal renewal service purchase equipment,V0315
TXN-035282,2024-05-28,1127.94,Technology,US-West,credit_card,completed,purchase equipment,V0385
TXN-045867,2024-11-01,217.54,Payroll,LATAM,credit_card,pending,service subscription subscription,V0498
TXN-007804,2023-04-26,1499.49,Technology,LATAM,credit_card,refunded,,V0427
TXN-033652,2024-05-05,1143.58,Travel,LATAM,check,completed,subscription equipment equipment,V0322
TXN-035402,2024-05-30,1003.9,Technology,US-West,check,completed,purchase travel travel,V0250
TXN-023454,2023-12-08,6.87,Operations,APAC,crypto,completed,travel meal subscription travel meal,V0261
TXN-009820,2023-05-25,12.46,Operations,APAC,wire,completed,meal equipment license subscription subscription,V0470
TXN-003202,2023-02-16,1022.18,Technology,EU-North,check,pending,license service,V0233
TXN-027796,2024-02-09,96.5,Operations,US-East,check,completed,subscription renewal,V0485
TXN-027949,2024-02-12,439.19,Marketing,EU-South,ach,completed,equipment purchase meal,V0421
TXN-028433,2024-02-19,27166.47,Technology,APAC,check,completed,service service equipment travel travel,V0425
TXN-006151,2023-04-01,356.96,Travel,US-West,wire,completed,subscription renewal subscription license purchase,V0023
TXN-049054,2024-12-18,119.52,Operations,EU-North,credit_card,completed,renewal purchase,V0087
TXN-008713,2023-05-09,33.81,Training,EU-South,credit_card,completed,subscription equipment meal,V0439
TXN-008377,2023-05-04,943.92,Operations,APAC,ach,completed,purchase purchase equipment meal purchase equipment,V0013
TXN-016486,2023-08-29,1157.37,Technology,EU-North,credit_card,completed,purchase purchase meal meal travel service,V0084
TXN-025288,2024-01-03,173.61,Food & Bev,US-East,check,completed,service meal,V0480
TXN-024073,2023-12-17,404.23,Technology,EU-South,credit_card,completed,equipment service subscription meal meal,V0016
TXN-023220,2023-12-05,596.37,Travel,EU-North,credit_card,completed,purchase equipment,V0243
TXN-021855,2023-11-15,548.36,Training,EU-North,credit_card,refunded,purchase meal license,V0177
TXN-029756,2024-03-10,2147.69,Training,LATAM,ach,completed,purchase service meal license,V0271
TXN-008738,2023-05-09,85.63,Legal,LATAM,wire,completed,service renewal,V0391
TXN-011350,2023-06-16,455.45,Payroll,LATAM,wire,completed,purchase purchase service purchase,V0056
TXN-007640,2023-04-23,129.89,Food & Bev,EU-North,crypto,completed,travel service meal subscription equipment,V0080
TXN-032849,2024-04-23,50.44,Training,EU-North,check,refunded,service subscription purchase service,V0070
TXN-039627,2024-08-01,163.51,Travel,EU-South,ach,completed,license equipment renewal,V0461
TXN-009082,2023-05-14,51.83,Legal,APAC,credit_card,completed,meal purchase,V0010
TXN-002407,2023-02-05,210.6,Legal,LATAM,credit_card,completed,renewal subscription subscription subscription subscription,V0138
TXN-040796,2024-08-19,497.97,Technology,EU-North,crypto,completed,equipment purchase,V0223
TXN-030633,2024-03-22,62.03,Technology,EU-South,ach,completed,purchase purchase service service purchase equipment,V0372
TXN-006490,2023-04-06,171.19,Training,EU-South,crypto,pending,subscription subscription,V0256
TXN-007953,2023-04-28,168.07,Technology,EU-North,wire,completed,service equipment service travel license,V0074
TXN-037313,2024-06-27,532.82,Training,EU-North,wire,completed,purchase license equipment renewal purchase license,V0426
TXN-032735,2024-04-21,48.18,Training,EU-South,crypto,completed,service license renewal purchase equipment,V0344
TXN-027167,2024-01-31,3.42,Legal,EU-South,ach,completed,subscription meal subscription equipment subscription meal,V0486
TXN-036334,2024-06-12,3955.03,Technology,EU-North,ach,completed,travel license,V0450
TXN-045828,2024-10-31,657.83,Operations,EU-South,ach,completed,meal purchase meal renewal subscription,V0463
TXN-013343,2023-07-15,99.45,Operations,US-West,wire,completed,meal license license equipment,V0250
TXN-041761,2024-09-02,97.39,Travel,LATAM,credit_card,completed,subscription license renewal subscription meal service,V0462
TXN-048456,2024-12-09,829.94,Travel,US-West,wire,completed,,V0388
TXN-021315,2023-11-07,57.88,Training,US-West,ach,completed,license license subscription license meal,V0116
TXN-003367,2023-02-19,191.56,Marketing,APAC,ach,completed,travel purchase equipment,V0389
TXN-000119,2023-01-02,67.02,Technology,LATAM,ach,completed,travel renewal meal meal purchase,V0486
TXN-015264,2023-08-11,1093.74,Marketing,US-West,wire,completed,license subscription,V0396
TXN-026385,2024-01-20,244.44,Technology,EU-North,wire,completed,equipment renewal,V0344
TXN-005011,2023-03-15,790.86,Legal,US-West,wire,completed,equipment travel subscription,V0474
TXN-031218,2024-03-31,1246.65,Payroll,APAC,check,completed,equipment license license purchase renewal subscription,V0496
TXN-024752,2023-12-27,5945.39,Payroll,APAC,crypto,completed,meal purchase travel subscription license,V0446
TXN-026315,2024-01-19,21.37,Food & Bev,EU-North,check,completed,equipment service purchase,V0393
TXN-027898,2024-02-11,152.07,Operations,US-West,check,completed,subscription meal subscription,V0215
TXN-024720,2023-12-26,3557.48,Legal,US-West,credit_card,completed,subscription meal meal service service,V0450
TXN-046163,2024-11-05,82.28,Marketing,EU-South,ach,pending,equipment service subscription equipment equipment,V0125
TXN-001328,2023-01-20,78.21,Marketing,US-West,crypto,completed,license subscription,V0465
TXN-001473,2023-01-23,6836.85,Marketing,US-East,ach,completed,renewal renewal license,V0224
TXN-024837,2023-12-28,174.94,Training,EU-North,ach,pending,renewal license,V0473
TXN-031959,2024-04-10,169.16,Legal,US-East,check,completed,equipment travel service meal subscription subscription,V0089
TXN-048421,2024-12-09,100.58,Legal,US-West,wire,completed,travel service,V0471
TXN-025450,2024-01-05,267.06,Technology,EU-South,check,completed,license renewal subscription renewal travel equipment,V0109
TXN-044485,2024-10-12,4532.66,Payroll,EU-South,credit_card,completed,meal service purchase,V0226
TXN-046870,2024-11-15,245.02,Legal,LATAM,ach,completed,subscription meal service,V0284
TXN-025550,2024-01-07,4508.12,Payroll,EU-South,crypto,pending,equipment license renewal license,V0378
TXN-007846,2023-04-26,722.46,Training,EU-North,ach,pending,equipment purchase meal purchase travel,V0482
TXN-011694,2023-06-21,2401.17,Technology,APAC,check,completed,equipment license equipment travel renewal subscription,V0480
TXN-005340,2023-03-20,142.68,Training,US-East,wire,completed,license renewal renewal meal subscription,V0375
TXN-026004,2024-01-14,322.45,Operations,US-West,credit_card,refunded,subscription service equipment renewal equipment service,V0037
TXN-019785,2023-10-16,189.67,Travel,EU-North,check,completed,license meal subscription travel purchase,V0327
TXN-002129,2023-02-01,193.24,Travel,EU-South,crypto,pending,meal meal,V0272
TXN-011864,2023-06-23,988.84,Operations,US-East,ach,completed,subscription subscription purchase,V0150
TXN-010928,2023-06-10,1061.07,Travel,APAC,wire,completed,subscription equipment license purchase service,V0001
TXN-023868,2023-12-14,-603.63,Operations,APAC,wire,completed,meal renewal equipment subscription meal renewal,V0407
TXN-029946,2024-03-13,481.03,Operations,US-West,credit_card,completed,travel equipment renewal meal purchase,V0498
TXN-013871,2023-07-22,176.16,Training,EU-North,crypto,completed,travel equipment equipment equipment,V0209
TXN-027879,2024-02-11,631.83,Legal,APAC,ach,completed,service subscription purchase renewal purchase travel,V0183
TXN-030449,2024-03-20,827.3,Payroll,APAC,credit_card,completed,travel license subscription renewal renewal renewal,V0169
TXN-000748,2023-01-11,2840.55,Marketing,EU-South,credit_card,completed,meal meal service subscription subscription,V0077
TXN-003556,2023-02-22,2507.89,Legal,EU-South,crypto,pending,travel subscription license renewal,V0008
TXN-017843,2023-09-18,51.43,Payroll,US-West,ach,completed,equipment travel service,V0111
TXN-013479,2023-07-16,30.43,Operations,US-East,check,completed,license equipment travel service,V0302
TXN-022214,2023-11-20,59237.99,Travel,EU-South,wire,completed,travel purchase travel,V0300
TXN-026882,2024-01-27,2682.27,Marketing,APAC,crypto,completed,license meal travel travel,V0227
TXN-031441,2024-04-03,337.74,Food & Bev,US-West,crypto,completed,equipment subscription equipment purchase,V0093
TXN-030911,2024-03-26,364.82,Travel,APAC,check,refunded,equipment license purchase renewal equipment travel,V0488
TXN-015772,2023-08-19,411.09,Travel,EU-South,ach,completed,license subscription,V0148
TXN-026554,2024-01-22,195.98,Food & Bev,APAC,ach,completed,meal purchase equipment,V0136
TXN-040742,2024-08-18,391.12,Travel,US-West,wire,completed,subscription subscription subscription license,V0176
TXN-003092,2023-02-15,2879.95,Training,APAC,check,completed,travel equipment,V0274
TXN-003791,2023-02-25,2016.17,Legal,US-West,ach,completed,meal license meal,V0444
TXN-022330,2023-11-22,119.12,Marketing,LATAM,ach,completed,subscription renewal meal equipment renewal renewal,V0123
TXN-045969,2024-11-02,17.26,Marketing,APAC,credit_card,pending,renewal equipment equipment license,V0249
TXN-045409,2024-10-25,116.1,Marketing,EU-South,crypto,completed,purchase subscription license purchase subscription,V0234
TXN-048419,2024-12-09,91.2,Training,US-West,credit_card,completed,subscription service,V0252
TXN-046782,2024-11-14,42.01,Legal,APAC,ach,completed,travel service renewal meal,V0072
TXN-017808,2023-09-17,454.62,Training,US-West,credit_card,completed,subscription license service service renewal renewal,V0003
TXN-004776,2023-03-11,164.28,Marketing,US-West,credit_card,pending,equipment renewal purchase,V0136
TXN-005401,2023-03-20,2490.0,Operations,EU-North,check,completed,subscription equipment purchase subscription license purchase,V0289
TXN-019160,2023-10-06,1345.9,Technology,APAC,ach,completed,subscription purchase equipment,V0379
TXN-030899,2024-03-26,33.42,Training,EU-North,crypto,completed,service purchase service purchase travel subscription,V0400
TXN-005681,2023-03-25,251.69,Technology,EU-North,check,completed,equipment renewal meal meal travel,V0144
TXN-034009,2024-05-10,220.94,Training,LATAM,crypto,completed,meal renewal equipment,V0444
TXN-015957,2023-08-22,557.22,Marketing,LATAM,wire,completed,travel renewal meal subscription meal travel,V0274
TXN-040342,2024-08-12,3295.13,Technology,EU-North,wire,refunded,renewal license service service service renewal,V0444
TXN-021488,2023-11-09,440.15,Payroll,EU-North,crypto,pending,subscription purchase meal service equipment renewal,V0141
TXN-037968,2024-07-06,1612.79,Technology,LATAM,crypto,refunded,renewal license subscription equipment renewal travel,V0203
TXN-023677,2023-12-11,1035.35,Training,LATAM,wire,completed,service renewal travel subscription,V0362
TXN-032713,2024-04-21,712.63,Travel,LATAM,crypto,completed,purchase renewal meal,V0116
TXN-021182,2023-11-05,1258.57,Training,EU-North,credit_card,completed,subscription renewal meal,V0075
TXN-020776,2023-10-30,1012.74,Legal,APAC,ach,completed,subscription subscription purchase,V0272
TXN-049019,2024-12-17,27.08,Technology,EU-South,crypto,completed,license meal equipment travel equipment travel,V0006
TXN-027540,2024-02-05,29.19,Payroll,US-East,crypto,completed,travel equipment renewal travel travel service,V0478
TXN-000154,2023-01-03,374.19,Travel,US-East,wire,completed,travel subscription purchase,V0111
TXN-043523,2024-09-27,637.01,Payroll,US-West,check,completed,equipment renewal subscription license equipment,V0399
TXN-032632,2024-04-20,-361.63,Technology,APAC,ach,completed,license meal equipment service,V0196
TXN-026438,2024-01-21,-29.74,Payroll,US-West,check,completed,meal meal renewal service,V0324
TXN-000042,2023-01-01,138.34,Travel,US-East,credit_card,completed,purchase service purchase license,V0150
TXN-003549,2023-02-21,25.89,Technology,EU-North,ach,completed,service meal purchase equipment meal subscription,V0209
TXN-029212,2024-03-01,1123.73,Travel,US-West,crypto,completed,subscription equipment travel service,V0287
TXN-017410,2023-09-12,445.11,Food & Bev,EU-South,ach,refunded,equipment renewal license equipment subscription,V0022
TXN-024463,2023-12-23,123.53,Payroll,EU-South,wire,completed,meal travel,V0337
TXN-001057,2023-01-16,115.11,Travel,APAC,ach,completed,license travel service travel license meal,V0057
TXN-046848,2024-11-15,120.92,Training,US-West,crypto,completed,license meal equipment,V0010
TXN-026149,2024-01-17,266.31,Technology,EU-North,check,completed,,V0102
TXN-008008,2023-04-28,1609.17,Legal,APAC,wire,completed,purchase travel subscription renewal,V0313
TXN-025328,2024-01-04,706.36,Travel,EU-North,credit_card,completed,purchase travel,V0442
TXN-029565,2024-03-07,2180.85,Technology,US-East,credit_card,completed,purchase subscription,V0132
TXN-006020,2023-03-30,2385.44,Technology,EU-North,crypto,completed,license equipment equipment subscription purchase,V0450
TXN-011730,2023-06-21,90.41,Payroll,APAC,credit_card,completed,equipment renewal service subscription,V0343
TXN-039678,2024-08-02,143.77,Travel,US-West,ach,completed,subscription service purchase subscription,V0084
TXN-002734,2023-02-09,32.09,Food & Bev,US-West,ach,completed,purchase service,V0262
TXN-040362,2024-08-12,1196.51,Marketing,US-East,wire,completed,subscription subscription,V0253
TXN-013368,2023-07-15,889.01,Food & Bev,EU-North,check,completed,subscription equipment license renewal,V0246
TXN-020849,2023-10-31,814.28,Marketing,APAC,credit_card,completed,subscription renewal,V0173
TXN-017276,2023-09-09,98.91,Legal,APAC,crypto,completed,service subscription subscription service travel service,V0409
TXN-029962,2024-03-13,2191.1,Payroll,LATAM,ach,completed,renewal travel renewal license service,V0325
TXN-046681,2024-11-13,4440.79,Food & Bev,US-East,check,completed,purchase license travel meal,V0110
TXN-045147,2024-10-21,1040.59,Operations,US-East,ach,completed,purchase license,V0293
TXN-041269,2024-08-25,444.48,Food & Bev,US-West,check,completed,travel meal service,V0149
TXN-030497,2024-03-20,1154.32,Marketing,US-East,credit_card,completed,travel travel license renewal equipment equipment,V0416
TXN-031199,2024-03-30,308.99,Travel,APAC,wire,completed,travel purchase service,V0074
TXN-004132,2023-03-01,486.73,Payroll,APAC,wire,completed,travel equipment equipment license renewal,V0266
TXN-000265,2023-01-05,2909.34,Legal,APAC,credit_card,completed,subscription service,V0091
TXN-021426,2023-11-08,166.62,Travel,LATAM,crypto,completed,equipment subscription license meal,V0115
TXN-029210,2024-03-01,101.46,Marketing,EU-South,credit_card,completed,license renewal equipment meal,V0315
TXN-045430,2024-10-25,16.21,Operations,EU-South,ach,completed,purchase subscription service service renewal subscription,V0240
TXN-008894,2023-05-11,90.89,Legal,APAC,crypto,pending,meal travel travel meal,V0091
TXN-023039,2023-12-02,615.68,Payroll,US-East,crypto,completed,renewal equipment purchase travel service license,V0142
TXN-046237,2024-11-06,74.0,Travel,APAC,check,completed,license equipment subscription renewal service,V0319
TXN-034438,2024-05-16,-200.23,Payroll,LATAM,ach,completed,subscription renewal equipment equipment,V0370
TXN-033254,2024-04-29,808.11,Technology,APAC,ach,pending,renewal purchase equipment,V0360
TXN-037833,2024-07-04,197.29,Technology,EU-North,check,completed,license license travel subscription travel subscription,V0375
TXN-028380,2024-02-18,1587.41,Technology,APAC,credit_card,completed,subscription travel,V0094
TXN-033524,2024-05-03,96.61,Legal,EU-South,check,completed,license equipment,V0372
TXN-023033,2023-12-02,361.48,Food & Bev,LATAM,crypto,completed,travel license,V0281
TXN-047552,2024-11-26,-42.63,Technology,US-East,ach,completed,renewal renewal subscription purchase renewal,V0274
TXN-007724,2023-04-24,151.02,Food & Bev,US-East,ach,completed,subscription meal renewal meal,V0102
TXN-048970,2024-12-16,402.9,Payroll,LATAM,credit_card,completed,license license purchase,V0182
TXN-036024,2024-06-08,128.26,Operations,US-East,wire,completed,service purchase,V0077
TXN-048978,2024-12-17,839.96,Food & Bev,US-West,wire,completed,equipment service renewal subscription renewal,V0234
TXN-043302,2024-09-24,6193.65,Legal,EU-South,check,completed,travel meal subscription equipment travel,V0110
TXN-013212,2023-07-13,79.04,Legal,LATAM,check,refunded,travel renewal purchase meal purchase,V0246
TXN-027634,2024-02-07,589.65,Food & Bev,US-East,crypto,completed,purchase equipment license purchase,V0236
TXN-008172,2023-05-01,145.05,Marketing,LATAM,ach,completed,renewal service equipment,V0318
TXN-026339,2024-01-19,80.7,Payroll,US-East,credit_card,completed,meal travel purchase travel service service,V0015
TXN-014619,2023-08-02,110.17,Training,EU-North,crypto,completed,travel renewal subscription purchase,V0257
TXN-024622,2023-12-25,167.98,Travel,LATAM,credit_card,completed,meal license equipment meal renewal license,V0119
TXN-041141,2024-08-23,7263.45,Marketing,APAC,wire,completed,meal purchase equipment subscription meal travel,V0204
TXN-040268,2024-08-11,839.84,Marketing,US-East,crypto,completed,,V0225
TXN-038603,2024-07-16,403.82,Training,APAC,wire,completed,equipment renewal meal renewal subscription license,V0475
TXN-047850,2024-11-30,3038.77,Legal,US-East,check,completed,service service equipment,V0425
TXN-000348,2023-01-06,29783.03,Legal,LATAM,crypto,completed,license equipment meal meal purchase,V0433
TXN-047476,2024-11-24,2.55,Technology,US-West,ach,completed,purchase license service equipment meal renewal,V0126
TXN-003518,2023-02-21,239.56,Operations,APAC,ach,completed,service service service purchase meal equipment,V0490
TXN-009855,2023-05-26,3152.88,Payroll,US-East,crypto,completed,meal service equipment,V0378
TXN-016162,2023-08-25,1457.07,Operations,EU-South,wire,completed,subscription equipment travel meal meal,V0235
TXN-034166,2024-05-12,523.21,Legal,LATAM,ach,refunded,travel renewal purchase renewal purchase subscription,V0158
TXN-043864,2024-10-02,3413.12,Operations,LATAM,crypto,completed,subscription meal equipment license,V0090
TXN-032113,2024-04-12,243.8,Legal,US-West,check,completed,meal equipment subscription equipment purchase meal,V0392
TXN-001262,2023-01-19,1121.8,Technology,LATAM,crypto,completed,travel renewal,V0300
TXN-033358,2024-05-01,59.36,Payroll,EU-North,check,refunded,travel license license purchase renewal,V0146
TXN-009008,2023-05-13,614.81,Marketing,US-West,credit_card,completed,subscription service travel renewal,V0160
TXN-034823,2024-05-21,29.75,Operations,EU-North,crypto,completed,,V0132
TXN-046904,2024-11-16,114.18,Training,LATAM,credit_card,pending,purchase travel renewal purchase,V0003
TXN-027092,2024-01-30,242.58,Legal,LATAM,credit_card,completed,purchase service renewal purchase equipment renewal,V0247
TXN-011372,2023-06-16,601.77,Legal,APAC,crypto,completed,license license subscription travel,V0488
TXN-023329,2023-12-06,241.53,Operations,APAC,wire,pending,,V0362
TXN-015034,2023-08-08,335.42,Food & Bev,APAC,check,completed,equipment license license,V0417
TXN-014744,2023-08-04,678.5,Payroll,EU-North,ach,pending,meal service license travel purchase travel,V0371
TXN-030179,2024-03-16,11.34,Operations,LATAM,credit_card,completed,travel license,V0035
TXN-043273,2024-09-24,111.88,Training,APAC,crypto,completed,service license renewal service meal travel,V0062
TXN-026351,2024-01-20,507.21,Operations,LATAM,crypto,completed,travel subscription,V0260
TXN-031850,2024-04-08,118.97,Training,EU-North,ach,completed,service subscription equipment equipment purchase renewal,V0089
